X,Y,Z
-32.0,0.0,0.0
-30.400000000000002,2.7712812921102037,0.0
-28.8,5.542562584220407,0.0
-27.200000000000003,8.313843876330612,0.0
-25.6,11.085125168440815,0.0
-24.0,13.856406460551018,0.0
-22.400000000000002,16.627687752661224,0.0
-20.8,19.398969044771427,0.0
-19.200000000000003,22.17025033688163,0.0
-17.6,24.941531628991832,0.0
-16.0,27.712812921102035,0.0
-30.400000000000002,-2.7712812921102037,0.0
-28.8,0.0,0.0
-27.200000000000003,2.7712812921102037,0.0
-25.6,5.542562584220407,0.0
-24.0,8.313843876330612,0.0
-22.400000000000002,11.085125168440815,0.0
-20.8,13.856406460551018,0.0
-19.200000000000003,16.627687752661224,0.0
-17.6,19.398969044771427,0.0
-16.0,22.17025033688163,0.0
-14.4,24.941531628991832,0.0
-12.8,27.712812921102035,0.0
-28.8,-5.542562584220407,0.0
-27.200000000000003,-2.7712812921102037,0.0
-25.6,0.0,0.0
-24.0,2.7712812921102037,0.0
-22.400000000000002,5.542562584220407,0.0
-20.8,8.313843876330612,0.0
-19.200000000000003,11.085125168440815,0.0
-17.6,13.856406460551018,0.0
-16.0,16.627687752661224,0.0
-14.4,19.398969044771427,0.0
-12.8,22.17025033688163,0.0
-11.200000000000001,24.941531628991832,0.0
-9.600000000000001,27.712812921102035,0.0
-27.200000000000003,-8.313843876330612,0.0
-25.6,-5.542562584220407,0.0
-24.0,-2.7712812921102037,0.0
-22.400000000000002,0.0,0.0
-20.8,2.7712812921102037,0.0
-19.200000000000003,5.542562584220407,0.0
-17.6,8.313843876330612,0.0
-16.0,11.085125168440815,0.0
-14.4,13.856406460551018,0.0
-12.8,16.627687752661224,0.0
-11.200000000000001,19.398969044771427,0.0
-9.600000000000001,22.17025033688163,0.0
-8.0,24.941531628991832,0.0
-6.4,27.712812921102035,0.0
-25.6,-11.085125168440815,0.0
-24.0,-8.313843876330612,0.0
-22.400000000000002,-5.542562584220407,0.0
-20.8,-2.7712812921102037,0.0
-19.200000000000003,0.0,0.0
-17.6,2.7712812921102037,0.0
-16.0,5.542562584220407,0.0
-14.4,8.313843876330612,0.0
-12.8,11.085125168440815,0.0
-11.200000000000001,13.856406460551018,0.0
-9.600000000000001,16.627687752661224,0.0
-8.0,19.398969044771427,0.0
-6.4,22.17025033688163,0.0
-4.800000000000001,24.941531628991832,0.0
-3.2,27.712812921102035,0.0
-24.0,-13.856406460551018,0.0
-22.400000000000002,-11.085125168440815,0.0
-20.8,-8.313843876330612,0.0
-19.200000000000003,-5.542562584220407,0.0
-17.6,-2.7712812921102037,0.0
-16.0,0.0,0.0
-14.4,2.7712812921102037,0.0
-12.8,5.542562584220407,0.0
-11.200000000000001,8.313843876330612,0.0
-9.600000000000001,11.085125168440815,0.0
-8.0,13.856406460551018,0.0
-6.4,16.627687752661224,0.0
-4.800000000000001,19.398969044771427,0.0
-3.2,22.17025033688163,0.0
-1.6,24.941531628991832,0.0
0.0,27.712812921102035,0.0
-22.400000000000002,-16.627687752661224,0.0
-20.8,-13.856406460551018,0.0
-19.200000000000003,-11.085125168440815,0.0
-17.6,-8.313843876330612,0.0
-16.0,-5.542562584220407,0.0
-14.4,-2.7712812921102037,0.0
-12.8,0.0,0.0
-11.200000000000001,2.7712812921102037,0.0
-9.600000000000001,5.542562584220407,0.0
-8.0,8.313843876330612,0.0
-6.4,11.085125168440815,0.0
-4.800000000000001,13.856406460551018,0.0
-3.2,16.627687752661224,0.0
-1.6,19.398969044771427,0.0
0.0,22.17025033688163,0.0
1.6,24.941531628991832,0.0
3.2,27.712812921102035,0.0
-20.8,-19.398969044771427,0.0
-19.200000000000003,-16.627687752661224,0.0
-17.6,-13.856406460551018,0.0
-16.0,-11.085125168440815,0.0
-14.4,-8.313843876330612,0.0
-12.8,-5.542562584220407,0.0
-11.200000000000001,-2.7712812921102037,0.0
-9.600000000000001,0.0,0.0
-8.0,2.7712812921102037,0.0
-6.4,5.542562584220407,0.0
-4.800000000000001,8.313843876330612,0.0
-3.2,11.085125168440815,0.0
-1.6,13.856406460551018,0.0
0.0,16.627687752661224,0.0
1.6,19.398969044771427,0.0
3.2,22.17025033688163,0.0
4.800000000000001,24.941531628991832,0.0
6.4,27.712812921102035,0.0
-19.200000000000003,-22.17025033688163,0.0
-17.6,-19.398969044771427,0.0
-16.0,-16.627687752661224,0.0
-14.4,-13.856406460551018,0.0
-12.8,-11.085125168440815,0.0
-11.200000000000001,-8.313843876330612,0.0
-9.600000000000001,-5.542562584220407,0.0
-8.0,-2.7712812921102037,0.0
-6.4,0.0,0.0
-4.800000000000001,2.7712812921102037,0.0
-3.2,5.542562584220407,0.0
-1.6,8.313843876330612,0.0
0.0,11.085125168440815,0.0
1.6,13.856406460551018,0.0
3.2,16.627687752661224,0.0
4.800000000000001,19.398969044771427,0.0
6.4,22.17025033688163,0.0
8.0,24.941531628991832,0.0
9.600000000000001,27.712812921102035,0.0
-17.6,-24.941531628991832,0.0
-16.0,-22.17025033688163,0.0
-14.4,-19.398969044771427,0.0
-12.8,-16.627687752661224,0.0
-11.200000000000001,-13.856406460551018,0.0
-9.600000000000001,-11.085125168440815,0.0
